商家名稱,地址,營業電話,營業時間,網址,描述,類別
玩舞集空中瑜珈舞蹈教室,100 臺北市中正區開封街1段90號5樓,營業電話：0223831283,營業時間：9:30-21:30,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,我們抱持著一顆『玩』的童心，透過『玩』，換個角度看這世界，活得更自在，遇見更好玩的自己。項目：身心靈舞蹈、肚皮舞、瑜珈、空中瑜珈、芭雷舞、兒童MV舞蹈等 動滋券適用品項：運動場館-瑜珈,
SPACE YOGA,106 臺北市大安區安和路一段27號16樓,營業電話：27738108,營業時間：7:00-23:00,https://www.withinspace.com/,SPACE 是一個都市叢林庇護所，在 SPACE 可以藉由瑜珈經驗進而改造身體健康、幫助思想沉澱、提昇心靈解放。 使用動滋券購課可享優惠 動滋券適用品項：運動場館-瑜珈,
ACE STUDIO,100 臺北市中正區信義路二段207號3樓,營業電話：0920236028,營業時間：0930-2130,https://hjhsueh2010.wixsite.com/acegemma,瘦身 健身 減重 減脂 運動 健身教練 增肌減脂 健身課程 私人教練， 建立正確飲食 減重概念 量身客製的健身課程 跳床/TRX/滑盤/馬甲班。雕塑線條、減脂增肌。 動滋券適用品項：,
MYWAY Fitness Strength&Conditioning,104 臺北市中山區臺北市 中山區 埤頭里復興南路１段２號地下１樓,營業電話：0287724271,營業時間：08:00~23:00,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,MYWAY Strength&Conditioning 只專精一種課程： 『一對一肌力體能教練課程』，因為它涵蓋所有。 這些年來我們訓練的學員有：10多歲被爸媽拖過來訓練的孩子、70歲被孩子拖過來訓練的爸媽；活蹦亂跳的天生運動員、甚至更換過身體關節及器官的鬥士。 許多人從害怕重量到享受重量、從生活品質不便到享受生活每一刻，肌力體能訓練是最佳良藥。 沒有人定義你的美醜，只要你充滿力量，你的身體就是最美的身體。 Let no one else define your beauty. Strength is all that matters. 動滋券適用品項：,
雪莉空中工作室,104 臺北市中山區雙城街3巷12號1樓,營業電話：0985123448,營業時間：10:00～22:30,https://instagram.com/sherryaerial,"主要內容前往主要內容
			
			
				
					
						
							
								
									
									動滋網
								
							
						
					
					
						
							
								
									
										
											 首頁首頁
											
											動滋說明動滋說明
											合作店家合作店家
											我的青春動滋券我的青春動滋券
											網站導覽網站導覽
											|
											優惠店家專區優惠店家專區
											課程專區課程專區
											合作店家登入合作店家登入
											
											合作店家收券掃票機
										
									
								
								
									主選單",
中國信託育樂股份有限公司,115 臺北市南港區經貿二路188號5樓,營業電話：0227883158,營業時間：平日10:00-18:00,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,中國信託金融控股公司長期耕耘棒球運動，是首家投入「五級棒球運動」的企業，為延續中國信託「We are family」品牌精神，有效整合集團資源投入運動營運，於2021年成立中國信託育樂股份有限公司。 中信育樂是臺灣第一家擁有三支不同競賽項目職業隊伍的公司，旗下隊伍包含中信兄弟棒球隊、新北中信特攻籃球隊及中信飛牡蠣電競戰隊，期能建立屬於全新的職業運動體系，為臺灣運動產業帶來更多正面影響力。,"動滋券適用品項：球類_棒/壘球,電子競技,辦比賽"
幫妮健康 | Bunny Health,106 臺北市大安區忠孝東路三段192號2樓,營業電話：0227711217,營業時間：週一至周日 9:00-21:00,https://bunnyhealth.com.tw/,幫妮健康團隊具備臺大物理治療學系學歷背景，專精解剖學與動作分析，透過徒手評估與功能測試，深入了解個案的活動與身體代償模式，找出痠痛根源，讓每次調整都對準核心問題，精準解決身體不適。 動滋券適用品項：運動保健,
DANCE SOUL,106 臺北市大安區仁愛路四段425之1號1樓,營業電話：0227113611,營業時間：平日 14:00~22:30 假日 12:00~21:30,https://www.dancesoul.com.tw/,成立1999年，DANCE SOUL是擁有合法補習班執照，及表演藝術團體執照的街舞教室。 動滋券適用品項：,
社團法人台灣女子棒球運動推廣協會,114 臺北市內湖區安泰街19號7樓,營業電話：0968555607,營業時間：0900-1700,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,台灣女子棒球運動推廣協會除了朝廣義「創造國內友善健全的運動環境，提升女子棒球運動之可近性」的任務目標邁進之外，也實務地在動態面，提供完整的女子棒球相關訊息，主動辦理各類型推廣活動，擴大參與的廣度；在靜態面，彙整女子棒球運動相關文獻資料及國內現況，記錄國內外女子棒球運動發展 動滋券適用品項：,
好時良身,106 臺北市大安區羅斯福路二段91號14樓之3,營業電話：0921064964,營業時間：09:00-21:00,https://housoma.com/,好時良身是一個以身心動作教育推廣為主的單位，鼓勵大家「動動好、好好動」，藉由優化動作模式與身心連結，創造更舒暢自在的生活。 動滋券適用品項：,
日心健身,114 臺北市內湖區民權東路六段56巷15弄2號1樓,營業電話：0227948836,營業時間：10:00-22:00,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,"主要內容前往主要內容
			
			
				
					
						
							
								
									
									動滋網
								
							
						
					
					
						
							
								
									
										
											 首頁首頁
											
											動滋說明動滋說明
											合作店家合作店家
											我的青春動滋券我的青春動滋券
											網站導覽網站導覽
											|
											優惠店家專區優惠店家專區
											課程專區課程專區
											合作店家登入合作店家登入
											
											合作店家收券掃票機
										
									
								
								
									主選單",
Curves內湖成功店,114 臺北市內湖區成功路４段３４號２樓,營業電話：0227948659,營業時間：10:30-13:00 15:00-21:00,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,Curves為全世界最大的健身品牌，專為女性量身訂作的環狀運動健身中心，結合【肌肉+有氧+伸展】的運動方式讓女性在30 分鐘之內達到健身房90分鐘的運動效果。 動滋券適用品項：運動場館-健身,
台北小巨蛋冰上樂園,105 臺北市松山區南京東路四段2號2樓,營業電話：0225783536,營業時間：1000-2100,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,小巨蛋冰上樂園是目前臺灣符合國際標準、規模最大的冰場，場地大小為61公尺×30公尺，冰面滑冰總人數可達400人，看臺可容納800個席位。平時提供一般遊客滑冰休閒娛樂外，也是國內滑冰好手及培訓國家選手之專業場地。 本場館為一擁有冬季奧運級標準冰面品質之場地，曾榮獲「國際滑冰總會ISU」以及「亞洲滑冰總會ASU」執行委員、會長等專家認可。場內專業設備包括：國際標準冰上曲棍球圍板、短道競速防撞墊、專業洗冰車、冰球比賽高空防護網、標準冰球球門兩座及冰面上教學擋牆等。開館迄今舉辦過許多國際及國內重要冰上競技賽會。,
GYMEFIT,105 臺北市松山區健康路227號1樓,營業電話：0287878277,營業時間：周一至周五10:00~22:00/周六、周日10:00~18:00,https://gymefit.tw/,GYMEFIT 提供專業增肌減脂、傷後復建、銀髮訓練私人教練服務，以及教練認證研習課程。 2019年，GYMEFIT更成立GYMEFIT NINJA忍者館，提供極限體能王關卡及團課。 動滋券適用品項：,
超愛動運動教室,105 臺北市松山區臺北市 松山區 新聚里南京東路５段２０２號２樓,營業電話：0227470287,營業時間：09:00~22:00,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,結合武術運動與體適能的純白場館， 以科學化、樂趣化的教學方式，讓參與課程的學員們身心靈都有所提升。 提供每個顧客更好的發展，實現每個顧客的價值。 Moving On 就讓我們一起改變吧！ 動滋券適用品項：格鬥類_其他格鬥類,動滋券適用品項：格鬥類_其他格鬥類
舞動陽光華江高中運動中心,108 臺北市萬華區日善里西藏路２１３號,營業電話：0223396689,營業時間：周一至周五>18:00-22:00    周六及周日>08:00-22:00,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,6面木質地羽球場、1面PU排球場（3面PU羽球場）、8張桌球桌、2間舞蹈教室、25公尺*8水道游泳池、180人國際會議廳 動滋券適用品項：,
超悅健身中心Beyond GYM,100 臺北市中正區愛國西路9號地下一層,營業電話：0223884898,營業時間：平日07:50-22:30 週六9：30-21：30,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,"主要內容前往主要內容
			
			
				
					
						
							
								
									
									動滋網
								
							
						
					
					
						
							
								
									
										
											 首頁首頁
											
											動滋說明動滋說明
											合作店家合作店家
											我的青春動滋券我的青春動滋券
											網站導覽網站導覽
											|
											優惠店家專區優惠店家專區
											課程專區課程專區
											合作店家登入合作店家登入
											
											合作店家收券掃票機
										
									
								
								
									主選單",
靜心高中溫水游泳池,116 臺北市文山區臺北市文山區興福里興隆路2段46號,營業電話：0229359063,營業時間：平日：1730-2200 例假日:0600-2200,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,桑斯伯國際有限公司經營靜心高級中學溫水游泳池 ✅穩定的水溫 ✅清澈的水質 ✨資深的游泳教學團隊 🌞十二級分及游泳教學 👶3-6歲幼兒游泳教學 🧒6-12歲兒童游泳教學 🌟少泳隊訓練 動滋券適用品項：,
卡洛動運動科技,114 臺北市內湖區瑞光路335號3樓,營業電話：0225671018,營業時間：早上9:00-晚上20:00、國定假日休假,https://www.galerdo.net/,"快樂島股份有限公司於2019年在美國註冊成立運動科技品牌-卡洛動Galerdo, 自主研發骨傳導聲學技術、游泳追蹤辨識技術、人工智慧水下語音助理技術、水下通訊技術，我們為運動者打造適合各種運動使用的智慧語音運動穿戴設備，包括智能游泳耳機、骨傳導藍牙運動耳機等產品,目前已掌握26項專利, 其中有 7項發明 , 11項新型, 6項設計以及2項軟體著作權。",
永春活力館,110 臺北市信義區松山路342巷13號1樓,營業電話：0227565819,營業時間：12:00-21:00(週日、一休館),https://xysc.teamxports.com/,"永春活力館為創新社區型運動據點，提供在地服務以及在地老化構想的高齡前瞻服務。 動滋券適用品項：運動場館-瑜珈,運動場館-綜合運動中心,運動場館-樂齡/兒童綜合體適能(含親子場館),球類_桌球,水域運動_其他水域運動,售票平台,傳播媒體,其他_運動舞蹈","動滋券適用品項：運動場館-瑜珈,運動場館-綜合運動中心,運動場館-樂齡/兒童綜合體適能(含親子場館),球類_桌球,水域運動_其他水域運動,售票平台,傳播媒體,其他_運動舞蹈"
中國青年救國團臺北市文山運動中心,116 臺北市文山區臺北市文山區興得里興隆路３段２２２號,營業電話：0222308268,營業時間：26200876,https://wssc.cyc.org.tw/,"文山運動中心，為臺北市第12座運動中心。樓地板面積12,500平方公尺，地下二層、地上8層。2010年8月21日試營運，2010年8月29日正式啟用，。主要服務客群為大文山地區之市民。 動滋券適用品項：運動場館-瑜珈,運動場館-綜合運動中心,運動場館-樂齡/兒童綜合體適能(含親子場館),球類_羽球,球類_籃/排球,球類_桌球,球類_撞球,格鬥類_柔道/空手道/跆拳道/拳擊/國術/武術,格鬥類_其他格鬥類,目標類_其他目標類運動,水域運動_游泳,戶外運動類_攀岩,辦比賽,其他_運動舞蹈,其他_其他","動滋券適用品項：運動場館-瑜珈,運動場館-綜合運動中心,運動場館-樂齡/兒童綜合體適能(含親子場館),球類_羽球,球類_籃/排球,球類_桌球,球類_撞球,格鬥類_柔道/空手道/跆拳道/拳擊/國術/武術,格鬥類_其他格鬥類,目標類_其他目標類運動,水域運動_游泳,戶外運動類_攀岩,辦比賽,其他_運動舞蹈,其他_其他"
Curves可爾姿 青年公園店,108 臺北市萬華區青年路30巷2-3號1樓,營業電話：0905789311,"營業時間：一三二&五11:00-13:00,15:00-2100；六10:00-13:00",https://www.curves.com.tw,"Curves是專為女性設計的30分鐘環狀運動. 我們提供給女性簡單,快速又有效的運動方式, 透過有氧+肌力+伸展三合一的完整訓練, 在女性教練的陪伴之下,輕鬆養成運動習慣, 讓妳更健康,更自信,更快樂,是妳開始運動的第一選擇. *免費預約體驗 https://www.curves.com.tw *免費預約專線 : (02) 2337-9090 *請提前主動告知使用""政府優惠劵"" 店家保留最終活動抵扣服務,商品之解釋權利. 動滋券適用品項：",
鐵人工廠,105 臺北市松山區八德路三段8巷25號1樓,營業電話：0225795010,營業時間：9:00-21:00,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,"針對每個人的身體狀況及目標需求，專為您個人量身訂製全方位的健康目標達成計劃，提供專業的運動教練諮詢、營養管理、體態調整、運動放鬆等課程及高規格且多元化的硬體設備，讓您在安全又優質的環境中，輕鬆有效達成您個人的健康運動管理目標！! 動滋券適用品項：運動場館-瑜珈,運動場館-綜合運動中心,運動場館-樂齡/兒童綜合體適能(含親子場館),水域運動_游泳,戶外運動類_馬拉松/路跑,戶外運動類_鐵人三項,戶外運動類_自由車,戶外運動類_極限運動,辦比賽","游泳,戶外運動類_馬拉松/路跑,戶外運動類_鐵人三項,戶外運動類_自由車,戶外運動類_極限運動,辦比賽"
緯來電視網股份有限公司,114 臺北市內湖區瑞光路480號3樓,,,,,
國立臺灣科學教育館,111 臺北市士林區士商路189號,,,,,
臺北市玉泉公園游泳池,103 臺北市大同區西寧北路28號,,,,,
愛爾達電視 ELTA TV影視,100 臺北市中正區光復里中華路１段４１號４樓,,,,,
中信兄弟售票網及臺北富邦勇士官方售票網及味全龍官方售票網,106 臺北市大安區信義路四段6號9樓,,,,,
GOLFIT高飛高爾夫,106 臺北市大安區安和路二段217巷3號1樓,,,,,
Petra Training,106 臺北市大安區仁愛路三段26-3號B1,,,,,
南野子國際整合行銷有限公司,116 臺北市文山區仙岩路22巷21號4樓之1,,,,,
鋭卡運動有限公司RecovSportsMassage,105 臺北市松山區南京東路4段185號5樓之1,,,,,
KAT Fitess,110 臺北市信義區臺北市信義區永吉路302號地下、地下之1,,,,,
游刃有魚,112 臺北市北投區明德路365號（學思樓2Ｆ）,,,,,
好習慣運動教室,105 臺北市松山區臺北市 松山區 松基里復興北路２１７號,,,,,
欣跳運動工作室,100 臺北市中正區忠孝東路一段11-2號3樓,,,,,
ensage,116 臺北市文山區指南路二段64號 (政大研究暨創新育成總中心4F) 350403,,,,,
REFINE 純淬健身,111 臺北市士林區中正路122號B1,,,,,
臺北市南港運動中心,115 臺北市南港區合成里玉成街６９號,,,,,
逸啟飛運動教育股份有限公司,110 臺北市信義區東興路51號11樓,,,,,
Curves復興民權店,105 臺北市松山區復興北路331號2樓,,,,,
練功房 The Pain Cave,104 臺北市中山區臺北市 中山區 晴光里林森北路６１２號２樓,,,,,
Self room Work Out Place,105 臺北市松山區市民大道六段131號,,,,,
DREAM FiT 夢啟動健身運動會館,114 臺北市內湖區內湖路一段118號,,,,,
愛表現體能學院,104 臺北市中山區朱崙街60號B1,,,,,
舞動陽光成德國中運動中心,115 臺北市南港區成福里東新街１０８巷２３號,營業電話：0227825000,營業時間：全年05:30-22:00,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,聯絡電話：02-27825000 所在地址：台北市南港區東新街108巷23號 室內溫水游泳池全年對外開放 運動中心內綜合球場可租賃羽球、排球、足球、籃球、桌球與企業運動會、畢業典禮等運動場地租借活動。 動滋券適用品項：,
夢想體育學院松山國小館,105 臺北市松山區八德路四段746號,營業電話：0225286575,營業時間：06:00~22:00,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,松山國小室內溫水游泳池由駿斯運動事業股份有限公司經營，為25公尺室內溫水游泳池，附設蒸氣室烤箱、SPA水療池、冷熱水池、兒童戲水池、岩盤浴遠紅外線烤箱，並提供置物櫃租借。 動滋券適用品項：,
運動國際股份有限公司,108 臺北市萬華區水源路199號,營業電話：23053800,營業時間：05:30~22:00,https://winpoweryouthpark.com.tw/,結合四大主題 包含「親子水上世界」「多功能全齡運動中心」「全民高爾夫運動推廣中心」「多功能網球中心」 提供全面向的運動服務體驗 動滋券適用品項：,
FORCE運動空間,100 臺北市中正區臺北市中正區南昌路一段123號2樓之二,營業電話：0223969996,營業時間：1000-2100,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,Force創立於2014年11月，在這邊的每位教練都擁有豐富的專業教學經驗、充滿熱忱。 我們的使命是幫助幫助每位學員在安全、適當的訓練下，達到健康、自信、並擁有理想的身材。,
森林跑站,106 臺北市大安區臺北市 大安區 龍安里新生南路2段60號,營業電話：0223218834,營業時間：週二-週四 17:30-21:30,https://www.runbase.com.tw/,位於大安森林公園旁的旗艦店，於2015年創立。佔地110坪的寬敞空間，致力於提供完善的跑者服務。設有寄物櫃、淋浴間等硬體設備。並提供跑步課程。週末也會不定期舉辦講座、訓練營等活動。,
好時光女生運動樂園 松江樂園,104 臺北市中山區興雅里長安東路二段49號2樓,營業電話：0225629047,營業時間：10:00-22:00,https://goodtime.com.tw/,☆運動輕鬆上手，邊動邊笑沒煩惱☆女性專屬，妳最好玩運動新體驗☆空中瑜伽、皮拉提斯、zumba、TRX 任妳選☆ 動滋券適用品項：,
喬盛體育用品有限公司,110 臺北市信義區莊敬路310號1樓,營業電話：0227221233,營業時間：1000-2130,https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,"本店屬實體販售體育相關用品及運動醫療保健護具及年代售票系統合約廠商,並在相關產業經營多年, 動滋券適用品項：",
窩Wo Fitness,106 臺北市大安區羅斯福路三段79號,營業電話：0223655090,營業時間：10:00~22:00,https://www.wofitness.com.tw/,比家更好窩的健身房 提供乾淨整潔的舒適環境 透明公開的收費模式 專業細心的教學 全心全意只為打造更好的您 動滋券適用品項：,
Curves可爾姿景美店(好享瘦國際有限公司),116 臺北市文山區景文街46-1號3樓,營業電話：29315118,"營業時間：11:00~13:00,15:00~21:00",https://accessibility.moda.gov.tw/Applications/Detail?category=20220622172837,"Curves是專為女性設計的30分鐘環狀運動。 我們提供給女性簡單、快速又有效的運動方式， 透過有氧+肌力+伸展三合一的完整訓練， 在女性教練的陪伴之下，輕鬆養成運動習慣， 讓妳更健康、更自信、更快樂 ，是妳開始運動的第一選擇。 *免費預約體驗 https://www.curves.com.tw/ *免費預約專線 (分店電話) *請提前主動告知使用""政付優惠券"", 店家保留最終活動抵扣服務、商品之解釋權利。 動滋券適用品項：",
北投亞太飯店,112 臺北市北投區幽雅路31號,營業電話：0228983088,營業時間：00:00-24:00,https://www.apresort.com.tw/,北投亞太飯店請來日籍建築師廣澤榮一操刀設計，融合了北投在地溫泉與原民文化，建築外觀採用簡約黑白兩色，表現凱達格蘭族黑板岩建築特色與北投溫泉煙霧氤氳之感。140間現代日式禪風客房，將日人泡湯文化落實在客房設計細節中，讓人有一秒到日本的驚喜感，透過暖色系實木家具、地板鋪陳日式溫泉飯店低調奢華的細緻質感。,
Curves 可爾姿松山店,105 臺北市松山區臺北市 松山區 慈祐里八德路４段６６６號４樓,營業電話：0227483117,營業時間：週一~週五11:00-13:30&16:00-20:30/週六 10-13:00,https://www.curves.com.tw,"Curves是專為女性設計的30分鐘環狀運動。 我們提供給女性簡單、快速又有效的運動方式， 透過有氧+肌力+伸展三合一的完整訓練， 在女性教練的陪伴之下，輕鬆養成運動習慣， 讓妳更健康、更自信、更快樂 ，是妳開始運動的第一選擇。 *免費預約體驗 https://www.curves.com.tw/ *預約專線：0227483117 *請提前主動告知使用""政付優惠券"", 店家保留最終活動抵扣服務、商品之解釋權利 動滋券適用品項：",
台灣走透休閒事業股份有限公司,115 臺北市南港區福德街310巷50號,營業電話：0227856155,營業時間：AM9:00~PM18:00,http://www.taiwandiscovery.com.tw/,"台灣走透休閒事業成立於 2012 年, 成立的宗旨, 希望將台灣得天獨厚的天然美景, 結合健康快樂的戶外活動與休閒, 介紹給台灣和全世界的人們。",
臺北市松山運動中心,105 臺北市松山區敦化北路1號,營業電話：0266176789,營業時間：0600-2200,http://sssc.com.tw/,為臺北市第9座啟用的運動中心，自98 年11月1日開幕。前身為聽障奧運的比賽場地。 中心規劃有體適能健身中心、舞蹈教室，還有兩座游泳池，一座可供民眾休閒使用，另 一座是台北市唯一可以作跳水、水球、水中芭蕾訓練使用的游泳池，也可以從事室內水 上課程，如：獨木舟、滑水、潛水等。並提供運動選手培訓及國內外運動賽事舉辦。 挑高的鯨魚造型環保建築，結合多功能休閒運動設施，並有駐場教練提供各項運動設備 的專業諮詢或檢測，市民不用花大錢也能輕鬆簡單地享有五星級品質的設備及服務。中 心規劃設計一系列運動課程、公益講座、研習課程、回饋互動活動，提供多元的運動服 務及體驗，讓市民能接近運動、喜歡運動、更樂於分享運動，達成只要想運動，時時可 運動的理想。 未來松山區體育發展，將以臺北市體育局的觀點出發，透過松山運動中心經營運作，主 動配合各項地方體育運動發展，除培訓運動人才選手外，松山運動中心很榮幸能藉由推 廣運動休閒文化之涵養，團聚社區活力、塑造身心靈健康的美麗城市。 動滋券適用品項：,
EZOUTDOOR戶外活動報名專家,106 臺北市大安區忠孝東路4段142號2樓之1,營業電話：0227715771,營業時間：網站24小時營業,https://www.ezoutdoor.com.tw,EZOUTDOOR成立於2014年，發跡於台灣台北市，為專門提供戶外活動體驗與行程的售票平台，並致力成為台灣最大的戶外活動推廣平台。 藉由數位化整合出一站式平台以滿足旅遊的所有需求，彙集台灣各種戶外及運動的資源 (教練、商家、行程、服務) 給廣大的戶外用戶族群，提供給每一位熱愛台灣土地、熱愛戶外活動的玩家，一次不凡的完美體驗！ 動滋券適用品項：,
SHAPER MAN-ACTIVE GIRL 健身運動工作室,108 臺北市萬華區成都路4號11樓,營業電話：0223121015,營業時間：12:00-20:00,https://www.shaperman.com/,台灣自有品牌SHAPER MAN，ACTIVE GIRL 健身運動工作室，設有空中瑜珈、瑜珈、肌力訓練、滾筒放鬆、等課程。並代理德國BLACKROLL及美國KTtape等居家訓練用品，提供網站及門市供消費者選購。 動滋券適用品項：,
Curves 可爾姿劍潭店,111 臺北市士林區臺北市 士林區 義信里承德路４段１９１號２樓、２樓之１,營業電話：0228821978,營業時間：見官網,http://www.curves.com.tw,Curves是專為女性設計的30分鐘環狀運動，結合有氧、肌力、伸展三合一的完整訓練 全方位的30分鐘整合運動，濃縮了一般90分鐘運動的效果透過 Curves教練及會員彼此間的鼓勵、支持，讓這30分鐘變成心靈、情感的充實時間，也讓運動成為生活的一部分 動滋券適用品項：,
Fitnexx私人健身空間,106 臺北市大安區安和路1段137號2樓,營業電話：0227551238,營業時間：08:00-22:00,http://www.fitnexx.com.tw/,『Fitnexx』為鳳凰旅遊集團旗下的健身事業品牌，訴求個人專屬的高品質訓練空間，可不受場地及環境限制，按自己的模式自由訓練，達到有效率的健身。 更提供優良的教學環境，讓自由教練帶著自己的學生以租借教室的方式，使用『Fitnexx』獨立的健身空間。 動滋券適用品項：運動場館-健身,
國立臺北護理健康大學水療中心,112 臺北市北投區明德路365號,營業電話：0228281528,營業時間：06:00-22:00,https://spa.chanchao.com.tw/,提供「水療相關產業」軟、硬體設備的技術研發，培養、訓練與考核專業的水療人員、管理人員，使國內水療休閒產業達到應有的安全性、健康性、休閒性及科學性為目標。 動滋券適用品項：,
Go Fitness 墾趣•動,104 臺北市中山區長春路382號2樓,營業電話：0289798886,營業時間：營業時間為 週一至週五09:30-21:00   週六與週日09:30-18:3,https://www.gofitness.com.tw/,Go Fitness 墾趣·動提供給市場及消費者一個全新且專業的運動空間。這是一個為你量身打造多樣化私人課程的運動場所，也有精緻的小班制團體瑜珈。在這裡，你可以自由選擇你喜愛的運動課程。 動滋券適用品項：運動場館-瑜珈,
飛健身合作社,112 臺北市北投區永興路一段32巷3弄14號,營業電話：0228988655,營業時間：10:00-22:00,https://flyingstrong.com.tw/,"主要內容前往主要內容
			
			
				
					
						
							
								
									
									動滋網
								
							
						
					
					
						
							
								
									
										
											 首頁首頁
											
											動滋說明動滋說明
											合作店家合作店家
											我的青春動滋券我的青春動滋券
											網站導覽網站導覽
											|
											優惠店家專區優惠店家專區
											課程專區課程專區
											合作店家登入合作店家登入
											
											合作店家收券掃票機
										
									
								
								
									主選單",
